,author,title,body,date,rating,helpful
2526,,Ease of use.,Continuous improvement,2018-10-29,5,0
2527,,Five Stars,Good item,2018-10-29,5,0
2528,,Five Stars,Very fun to use for awhile. Ran out of uses for it so it just sits there now.,2018-10-29,5,0
2529,,Great Value For the Price,Great For Quick Research for My sports,2018-10-29,5,0
2530,,Love it,I absolutely love it,2018-10-29,5,1
2531,,Item as described,Item as described,2018-10-29,5,1
2532,,Love love love,Love love love it!!!!,2018-10-29,5,1
2533,,Easy yo use,Love it,2018-10-29,5,1
2534,,Good for a small room definitely worth the purchase,"It’s the first Alexa device I ordered, I love it but speaker not very loud",2018-10-29,5,1
2535,,good price,It is what i was looking,2018-10-29,5,1
2536,,Ease of use.,Continuous improvement,2018-10-29,5,1
2537,,Five Stars,Good item,2018-10-29,5,1
2538,,Five Stars,Very fun to use for awhile. Ran out of uses for it so it just sits there now.,2018-10-29,5,1
2539,,Great Value For the Price,Great For Quick Research for My sports,2018-10-29,5,1
2540,,Love it,I absolutely love it,2018-10-29,5,0
2541,,Item as described,Item as described,2018-10-29,5,0
2542,,Love love love,Love love love it!!!!,2018-10-29,5,0
2543,,Easy yo use,Love it,2018-10-29,5,0
2544,,Good for a small room definitely worth the purchase,"It’s the first Alexa device I ordered, I love it but speaker not very loud",2018-10-29,5,0
2545,,good price,It is what i was looking,2018-10-29,5,0
2546,,Ease of use.,Continuous improvement,2018-10-29,5,0
2547,,Five Stars,Good item,2018-10-29,5,0
2548,,Five Stars,Very fun to use for awhile. Ran out of uses for it so it just sits there now.,2018-10-29,5,0
2549,,Great Value For the Price,Great For Quick Research for My sports,2018-10-29,5,0
2550,,Item as described,Item as described,2018-10-29,5,0
2551,,Love love love,Love love love it!!!!,2018-10-29,5,0
2552,,Easy yo use,Love it,2018-10-29,5,0
2553,,Good for a small room definitely worth the purchase,"It’s the first Alexa device I ordered, I love it but speaker not very loud",2018-10-29,5,0
2554,,good price,It is what i was looking,2018-10-29,5,0
2555,,Ease of use.,Continuous improvement,2018-10-29,5,0
2556,,Five Stars,Good item,2018-10-29,5,0
2557,,Five Stars,Very fun to use for awhile. Ran out of uses for it so it just sits there now.,2018-10-29,5,0
2558,,Great Value For the Price,Great For Quick Research for My sports,2018-10-29,5,0
2559,,Adaptable intelligence,So easy to use and growing smarter everyday. A helpful companion to get general info and so much more.,2018-10-29,4,0
2560,,Item as described,Item as described,2018-10-29,5,1
2561,,Love love love,Love love love it!!!!,2018-10-29,5,1
2562,,Easy yo use,Love it,2018-10-29,5,1
2563,,Good for a small room definitely worth the purchase,"It’s the first Alexa device I ordered, I love it but speaker not very loud",2018-10-29,5,1
2564,,good price,It is what i was looking,2018-10-29,5,1
2565,,Ease of use.,Continuous improvement,2018-10-29,5,1
2566,,Five Stars,Good item,2018-10-29,5,1
2567,,Five Stars,Very fun to use for awhile. Ran out of uses for it so it just sits there now.,2018-10-29,5,1
2568,,Great Value For the Price,Great For Quick Research for My sports,2018-10-29,5,1
2569,,Adaptable intelligence,So easy to use and growing smarter everyday. A helpful companion to get general info and so much more.,2018-10-29,4,1
2570,,Love it,I absolutely love it,2018-10-29,5,0
2571,,Item as described,Item as described,2018-10-29,5,0
2572,,Love love love,Love love love it!!!!,2018-10-29,5,0
2573,,Easy yo use,Love it,2018-10-29,5,0
2574,,Good for a small room definitely worth the purchase,"It’s the first Alexa device I ordered, I love it but speaker not very loud",2018-10-29,5,0
2575,,good price,It is what i was looking,2018-10-29,5,0
2576,,Ease of use.,Continuous improvement,2018-10-29,5,0
2577,,Five Stars,Good item,2018-10-29,5,0
2578,,Five Stars,Very fun to use for awhile. Ran out of uses for it so it just sits there now.,2018-10-29,5,0
2579,,Great Value For the Price,Great For Quick Research for My sports,2018-10-29,5,0
2580,,Love it,I absolutely love it,2018-10-29,5,1
2581,,Item as described,Item as described,2018-10-29,5,1
2582,,Love love love,Love love love it!!!!,2018-10-29,5,1
2583,,Easy yo use,Love it,2018-10-29,5,1
2584,,Good for a small room definitely worth the purchase,"It’s the first Alexa device I ordered, I love it but speaker not very loud",2018-10-29,5,1
2585,,good price,It is what i was looking,2018-10-29,5,1
2586,,Ease of use.,Continuous improvement,2018-10-29,5,1
2587,,Five Stars,Good item,2018-10-29,5,1
2588,,Five Stars,Very fun to use for awhile. Ran out of uses for it so it just sits there now.,2018-10-29,5,1
2589,,Great Value For the Price,Great For Quick Research for My sports,2018-10-29,5,1
2590,,Love it,I absolutely love it,2018-10-29,5,0
2591,,Item as described,Item as described,2018-10-29,5,0
2592,,Love love love,Love love love it!!!!,2018-10-29,5,0
2593,,Easy yo use,Love it,2018-10-29,5,0
2594,,Good for a small room definitely worth the purchase,"It’s the first Alexa device I ordered, I love it but speaker not very loud",2018-10-29,5,0
2595,,good price,It is what i was looking,2018-10-29,5,0
2596,,Ease of use.,Continuous improvement,2018-10-29,5,0
2597,,Five Stars,Good item,2018-10-29,5,0
2598,,Five Stars,Very fun to use for awhile. Ran out of uses for it so it just sits there now.,2018-10-29,5,0
2599,,Great Value For the Price,Great For Quick Research for My sports,2018-10-29,5,0
2600,,Love it,I absolutely love it,2018-10-29,5,1
2601,,Item as described,Item as described,2018-10-29,5,1
2602,,Love love love,Love love love it!!!!,2018-10-29,5,1
2603,,Easy yo use,Love it,2018-10-29,5,1
2604,,Good for a small room definitely worth the purchase,"It’s the first Alexa device I ordered, I love it but speaker not very loud",2018-10-29,5,1
2605,,good price,It is what i was looking,2018-10-29,5,1
2606,,Ease of use.,Continuous improvement,2018-10-29,5,1
2607,,Five Stars,Good item,2018-10-29,5,1
2608,,Five Stars,Very fun to use for awhile. Ran out of uses for it so it just sits there now.,2018-10-29,5,1
2609,,Great Value For the Price,Great For Quick Research for My sports,2018-10-29,5,1
2610,,Love it,I absolutely love it,2018-10-29,5,1
2611,,Item as described,Item as described,2018-10-29,5,1
2612,,Love love love,Love love love it!!!!,2018-10-29,5,1
2613,,Easy yo use,Love it,2018-10-29,5,1
2614,,Good for a small room definitely worth the purchase,"It’s the first Alexa device I ordered, I love it but speaker not very loud",2018-10-29,5,1
2615,,good price,It is what i was looking,2018-10-29,5,1
2616,,Ease of use.,Continuous improvement,2018-10-29,5,1
2617,,Five Stars,Good item,2018-10-29,5,1
2618,,Five Stars,Very fun to use for awhile. Ran out of uses for it so it just sits there now.,2018-10-29,5,1
2619,,Great Value For the Price,Great For Quick Research for My sports,2018-10-29,5,1
2620,,Love it,I absolutely love it,2018-10-29,5,0
2621,,Item as described,Item as described,2018-10-29,5,0
2622,,Love love love,Love love love it!!!!,2018-10-29,5,0
2623,,Easy yo use,Love it,2018-10-29,5,0
2624,,Good for a small room definitely worth the purchase,"It’s the first Alexa device I ordered, I love it but speaker not very loud",2018-10-29,5,0
2625,,good price,It is what i was looking,2018-10-29,5,0
2626,,Ease of use.,Continuous improvement,2018-10-29,5,0
2627,,Five Stars,Good item,2018-10-29,5,0
2628,,Five Stars,Very fun to use for awhile. Ran out of uses for it so it just sits there now.,2018-10-29,5,0
2629,,Great Value For the Price,Great For Quick Research for My sports,2018-10-29,5,0
2630,,Love it,I absolutely love it,2018-10-29,5,1
2631,,Item as described,Item as described,2018-10-29,5,1
2632,,Love love love,Love love love it!!!!,2018-10-29,5,1
2633,,Easy yo use,Love it,2018-10-29,5,1
2634,,Good for a small room definitely worth the purchase,"It’s the first Alexa device I ordered, I love it but speaker not very loud",2018-10-29,5,1
2635,,good price,It is what i was looking,2018-10-29,5,1
2636,,Ease of use.,Continuous improvement,2018-10-29,5,1
2637,,Five Stars,Good item,2018-10-29,5,1
2638,,Five Stars,Very fun to use for awhile. Ran out of uses for it so it just sits there now.,2018-10-29,5,1
2639,,Great Value For the Price,Great For Quick Research for My sports,2018-10-29,5,1
2640,,Love it,I absolutely love it,2018-10-29,5,1
2641,,Item as described,Item as described,2018-10-29,5,1
2642,,Love love love,Love love love it!!!!,2018-10-29,5,1
2643,,Easy yo use,Love it,2018-10-29,5,1
2644,,Good for a small room definitely worth the purchase,"It’s the first Alexa device I ordered, I love it but speaker not very loud",2018-10-29,5,1
2645,,good price,It is what i was looking,2018-10-29,5,1
2646,,Ease of use.,Continuous improvement,2018-10-29,5,1
2647,,Five Stars,Good item,2018-10-29,5,1
2648,,Five Stars,Very fun to use for awhile. Ran out of uses for it so it just sits there now.,2018-10-29,5,1
2649,,Great Value For the Price,Great For Quick Research for My sports,2018-10-29,5,1
2650,,Love it,I absolutely love it,2018-10-29,5,0
2651,,Item as described,Item as described,2018-10-29,5,0
2652,,Love love love,Love love love it!!!!,2018-10-29,5,0
2653,,Easy yo use,Love it,2018-10-29,5,0
2654,,Good for a small room definitely worth the purchase,"It’s the first Alexa device I ordered, I love it but speaker not very loud",2018-10-29,5,0
2655,,good price,It is what i was looking,2018-10-29,5,0
2656,,Ease of use.,Continuous improvement,2018-10-29,5,0
2657,,Five Stars,Good item,2018-10-29,5,0
2658,,Five Stars,Very fun to use for awhile. Ran out of uses for it so it just sits there now.,2018-10-29,5,0
2659,,Great Value For the Price,Great For Quick Research for My sports,2018-10-29,5,0
2660,,Love it,I absolutely love it,2018-10-29,5,0
2661,,Item as described,Item as described,2018-10-29,5,0
2662,,Love love love,Love love love it!!!!,2018-10-29,5,0
2663,,Easy yo use,Love it,2018-10-29,5,0
2664,,Good for a small room definitely worth the purchase,"It’s the first Alexa device I ordered, I love it but speaker not very loud",2018-10-29,5,0
2665,,good price,It is what i was looking,2018-10-29,5,0
2666,,Ease of use.,Continuous improvement,2018-10-29,5,0
2667,,Five Stars,Good item,2018-10-29,5,0
2668,,Five Stars,Very fun to use for awhile. Ran out of uses for it so it just sits there now.,2018-10-29,5,0
2669,,Great Value For the Price,Great For Quick Research for My sports,2018-10-29,5,0
2670,,Love it,I absolutely love it,2018-10-29,5,1
2671,,Item as described,Item as described,2018-10-29,5,1
2672,,Love love love,Love love love it!!!!,2018-10-29,5,1
2673,,Easy yo use,Love it,2018-10-29,5,1
2674,,Good for a small room definitely worth the purchase,"It’s the first Alexa device I ordered, I love it but speaker not very loud",2018-10-29,5,1
2675,,good price,It is what i was looking,2018-10-29,5,1
2676,,Ease of use.,Continuous improvement,2018-10-29,5,1
2677,,Five Stars,Good item,2018-10-29,5,1
2678,,Five Stars,Very fun to use for awhile. Ran out of uses for it so it just sits there now.,2018-10-29,5,1
2679,,Great Value For the Price,Great For Quick Research for My sports,2018-10-29,5,1
2680,,Love it,I absolutely love it,2018-10-29,5,0
2681,,Item as described,Item as described,2018-10-29,5,0
2682,,Love love love,Love love love it!!!!,2018-10-29,5,0
2683,,Easy yo use,Love it,2018-10-29,5,0
2684,,Good for a small room definitely worth the purchase,"It’s the first Alexa device I ordered, I love it but speaker not very loud",2018-10-29,5,0
2685,,good price,It is what i was looking,2018-10-29,5,0
2686,,Ease of use.,Continuous improvement,2018-10-29,5,0
2687,,Five Stars,Good item,2018-10-29,5,0
2688,,Five Stars,Very fun to use for awhile. Ran out of uses for it so it just sits there now.,2018-10-29,5,0
2689,,Great Value For the Price,Great For Quick Research for My sports,2018-10-29,5,0
2690,,Love it,I absolutely love it,2018-10-29,5,1
2691,,Item as described,Item as described,2018-10-29,5,1
2692,,Love love love,Love love love it!!!!,2018-10-29,5,1
2693,,Easy yo use,Love it,2018-10-29,5,1
2694,,Good for a small room definitely worth the purchase,"It’s the first Alexa device I ordered, I love it but speaker not very loud",2018-10-29,5,1
2695,,good price,It is what i was looking,2018-10-29,5,1
2696,,Ease of use.,Continuous improvement,2018-10-29,5,1
2697,,Five Stars,Good item,2018-10-29,5,1
2698,,Five Stars,Very fun to use for awhile. Ran out of uses for it so it just sits there now.,2018-10-29,5,1
2699,,Great Value For the Price,Great For Quick Research for My sports,2018-10-29,5,1
2700,,Love it,I absolutely love it,2018-10-29,5,0
2701,,Item as described,Item as described,2018-10-29,5,0
2702,,Love love love,Love love love it!!!!,2018-10-29,5,0
2703,,Easy yo use,Love it,2018-10-29,5,0
2704,,Good for a small room definitely worth the purchase,"It’s the first Alexa device I ordered, I love it but speaker not very loud",2018-10-29,5,0
2705,,good price,It is what i was looking,2018-10-29,5,0
2706,,Ease of use.,Continuous improvement,2018-10-29,5,0
2707,,Five Stars,Good item,2018-10-29,5,0
2708,,Five Stars,Very fun to use for awhile. Ran out of uses for it so it just sits there now.,2018-10-29,5,0
2709,,Great Value For the Price,Great For Quick Research for My sports,2018-10-29,5,0
2710,,Love it,I absolutely love it,2018-10-29,5,0
2711,,Item as described,Item as described,2018-10-29,5,0
2712,,Love love love,Love love love it!!!!,2018-10-29,5,0
2713,,Easy yo use,Love it,2018-10-29,5,0
2714,,Good for a small room definitely worth the purchase,"It’s the first Alexa device I ordered, I love it but speaker not very loud",2018-10-29,5,0
2715,,good price,It is what i was looking,2018-10-29,5,0
2716,,Ease of use.,Continuous improvement,2018-10-29,5,0
2717,,Five Stars,Good item,2018-10-29,5,0
2718,,Five Stars,Very fun to use for awhile. Ran out of uses for it so it just sits there now.,2018-10-29,5,0
2719,,Great Value For the Price,Great For Quick Research for My sports,2018-10-29,5,0
2720,,Love it,I absolutely love it,2018-10-29,5,1
2721,,Item as described,Item as described,2018-10-29,5,1
2722,,Love love love,Love love love it!!!!,2018-10-29,5,1
2723,,Easy yo use,Love it,2018-10-29,5,1
2724,,Good for a small room definitely worth the purchase,"It’s the first Alexa device I ordered, I love it but speaker not very loud",2018-10-29,5,1
2725,,good price,It is what i was looking,2018-10-29,5,1
2726,,Ease of use.,Continuous improvement,2018-10-29,5,1
2727,,Five Stars,Good item,2018-10-29,5,1
2728,,Five Stars,Very fun to use for awhile. Ran out of uses for it so it just sits there now.,2018-10-29,5,1
2729,,Great Value For the Price,Great For Quick Research for My sports,2018-10-29,5,1
2730,,Love it,I absolutely love it,2018-10-29,5,0
2731,,Item as described,Item as described,2018-10-29,5,0
2732,,Love love love,Love love love it!!!!,2018-10-29,5,0
2733,,Easy yo use,Love it,2018-10-29,5,0
2734,,Good for a small room definitely worth the purchase,"It’s the first Alexa device I ordered, I love it but speaker not very loud",2018-10-29,5,0
2735,,good price,It is what i was looking,2018-10-29,5,0
2736,,Ease of use.,Continuous improvement,2018-10-29,5,0
2737,,Five Stars,Good item,2018-10-29,5,0
